skills,experience,interest,education,work_type,communication,target_role,job_link
"Excel, VBA",5.0,Data,Graduate,Hybrid,7.0,Data Analyst,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Swift, iOS Development",4.0,Mobile,Post Graduate,Onsite,6.0,iOS Developer,https://www.redcubeinfotech.com/careers.php
"Google Cloud, BigQuery",5.0,Cloud,Graduate,Hybrid,7.0,Cloud Engineer,https://www.google.com/about/careers/applications/jobs/results/142499060689838790-cloud-engineer/?src=online
"TensorFlow, PyTorch",4.0,AI,Post Graduate,Remote,7.0,AI Researcher,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-5006307-S1867662_en
"SQL, Oracle",7.0,Data,Post Graduate,Onsite,6.0,Database Administrator,https://careers.united.com/us/en/job/GGN00001993/Database-Administrator-II-Information-Technology?src=JB-10440
"Flutter, Dart",2.0,Mobile,Graduate,Remote,8.0,Mobile Developer,https://www.dewii.in/android-developer
"AutoCAD, SolidWorks",5.0,Design,Graduate,Onsite,6.0,Mechanical Designer,https://www.desirousgc.com/job/350
"Python, Data Engineering",4.0,Data,Post Graduate,Hybrid,8.0,Data Engineer,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Google Ads, Analytics",3.0,Marketing,Graduate,Hybrid,7.0,Marketing Analyst,https://www.position2.com/career/junior-marketing-automation-analyst/
"JavaScript, Vue.js",2.0,Frontend,Graduate,Remote,7.0,Frontend Developer,https://www.careers-page.com/m365connect/job/QY77XRY5?utm_medium=free_job_board&utm_source=linkedin
"Python, NLP, Spacy",5.0,AI,Post Graduate,Remote,5.0,NLP Engineer,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-5006307-S1867662_en
"JavaScript, Angular",2.0,Frontend,Graduate,Remote,7.0,Frontend Developer,https://www.careers-page.com/m365connect/job/QY77XRY5?utm_medium=free_job_board&utm_source=linkedin
"Excel, VBA",7.0,Data,Graduate,Hybrid,9.0,Data Analyst,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"SEO, Content Marketing",4.0,Marketing,Graduate,Remote,10.0,Digital Marketer,https://danguradigital.com/career/sales-and-marketing-executive-june/
"Google Ads, Analytics",3.0,Marketing,Graduate,Hybrid,6.0,Marketing Analyst,https://www.position2.com/career/junior-marketing-automation-analyst/
"Salesforce, CRM",5.0,Sales,Graduate,Hybrid,9.0,Salesforce Admin,https://danguradigital.com/career/sales-and-marketing-executive-june/
"Swift, iOS Development",5.0,Mobile,Post Graduate,Onsite,7.0,iOS Developer,https://www.redcubeinfotech.com/careers.php
"Public Speaking, Leadership",6.0,Management,Post Graduate,Onsite,9.0,Team Lead,https://aristocrat.wd3.myworkdayjobs.com/AristocratExternalCareersSite/job/Noida-UP-IN/Technical-Lead_R0018902-1
"Python, ML, TensorFlow",2.0,AI,Post Graduate,Remote,7.0,AI/ML Engineer,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-5006307-S1867662_en
"Project Management, JIRA",6.0,Management,Post Graduate,Onsite,7.0,Project Manager,https://hackerkernel.com/jobs/bhopal/it-project-coordinator
"Flutter, Dart",3.0,Mobile,Graduate,Remote,8.0,Mobile Developer,https://www.dewii.in/android-developer
"Unity, C#",2.0,Game Dev,Graduate,Onsite,7.0,Game Developer,https://www.desirousgc.com/job/171
"Salesforce, CRM",5.0,Sales,Graduate,Hybrid,8.0,Salesforce Admin,https://danguradigital.com/career/sales-and-marketing-executive-june/
"PHP, WordPress",3.0,Web,Graduate,Remote,7.0,Web Developer,https://5d.solutions/careers/jobopenings/1204_full_stack_web_developer/
"Swift, iOS Development",4.0,Mobile,Post Graduate,Onsite,8.0,iOS Developer,https://www.redcubeinfotech.com/careers.php
"Excel, VBA",7.0,Data,Graduate,Hybrid,8.0,Data Analyst,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Google Cloud, BigQuery",6.0,Cloud,Graduate,Hybrid,8.0,Cloud Engineer,https://www.google.com/about/careers/applications/jobs/results/142499060689838790-cloud-engineer/?src=online
"Python, NLP, Spacy",4.0,AI,Post Graduate,Remote,5.0,NLP Engineer,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-5006307-S1867662_en
"Public Speaking, Leadership",6.0,Management,Post Graduate,Onsite,8.0,Team Lead,https://aristocrat.wd3.myworkdayjobs.com/AristocratExternalCareersSite/job/Noida-UP-IN/Technical-Lead_R0018902-1
"Linux Admin, Bash Scripting",4.0,DevOps,Graduate,Onsite,5.0,System Administrator,https://zelis.wd1.myworkdayjobs.com/en-US/ZelisCareers/job/India-Hyderabad/Salesforce-Administrator_JR108049
"Python, ML, TensorFlow",3.0,AI,Post Graduate,Remote,7.0,AI/ML Engineer,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-5006307-S1867662_en
"Linux Admin, Bash Scripting",6.0,DevOps,Graduate,Onsite,5.0,System Administrator,https://zelis.wd1.myworkdayjobs.com/en-US/ZelisCareers/job/India-Hyderabad/Salesforce-Administrator_JR108049
"Communication, CRM",6.0,Sales,Graduate,Onsite,8.0,Sales Executive,https://danguradigital.com/career/sales-and-marketing-executive-june/
"Excel, VBA",7.0,Data,Graduate,Hybrid,9.0,Data Analyst,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Google Ads, Analytics",5.0,Marketing,Graduate,Hybrid,6.0,Marketing Analyst,https://www.position2.com/career/junior-marketing-automation-analyst/
"Flutter, Dart",4.0,Mobile,Graduate,Remote,6.0,Mobile Developer,https://www.dewii.in/android-developer
"Communication, Negotiation",6.0,Sales,Graduate,Onsite,9.0,Sales Manager,https://danguradigital.com/career/sales-and-marketing-executive-june/
"Python, Data Engineering",5.0,Data,Post Graduate,Hybrid,8.0,Data Engineer,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Kotlin, Android Studio",3.0,Mobile,Graduate,Remote,8.0,Android Developer,https://www.dewii.in/android-developer
"Google Cloud, BigQuery",4.0,Cloud,Graduate,Hybrid,8.0,Cloud Engineer,https://www.google.com/about/careers/applications/jobs/results/142499060689838790-cloud-engineer/?src=online
"Python, Data Engineering",5.0,Data,Post Graduate,Hybrid,6.0,Data Engineer,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Photoshop, Figma",2.0,Design,Graduate,Remote,8.0,UI/UX Designer,https://www.wow.jobs/appiness/UXUI-Designer-jobs-Bangalore/1355
Marketing Automation,5.0,Marketing,Graduate,Remote,6.0,Marketing Specialist,https://www.position2.com/career/junior-marketing-automation-analyst/
"TensorFlow, PyTorch",4.0,AI,Post Graduate,Remote,7.0,AI Researcher,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-5006307-S1867662_en
"Photoshop, Illustrator",3.0,Design,Graduate,Remote,8.0,Graphic Designer,https://www.wow.jobs/appiness/UXUI-Designer-jobs-Bangalore/1355
"SwiftUI, iOS Dev",5.0,Mobile,Graduate,Remote,7.0,iOS Developer,https://www.redcubeinfotech.com/careers.php
"C++, Embedded Systems",6.0,Hardware,Post Graduate,Onsite,6.0,Firmware Engineer,https://careers.synopsys.com/job/-/-/44408/77911761744?Indeed_org
"Communication, Negotiation",5.0,Sales,Graduate,Onsite,9.0,Sales Manager,https://danguradigital.com/career/sales-and-marketing-executive-june/
"Unity, C#",3.0,Game Dev,Graduate,Onsite,6.0,Game Developer,https://www.desirousgc.com/job/171
"Flutter, Dart",4.0,Mobile,Graduate,Remote,6.0,Mobile Developer,https://www.dewii.in/android-developer
"Leadership, Agile, Scrum",7.0,Management,Post Graduate,Onsite,9.0,Project Manager,https://hackerkernel.com/jobs/bhopal/it-project-coordinator
"Project Management, JIRA",6.0,Management,Post Graduate,Onsite,8.0,Project Manager,https://hackerkernel.com/jobs/bhopal/it-project-coordinator
"Communication, CRM",4.0,Sales,Graduate,Onsite,8.0,Sales Executive,https://danguradigital.com/career/sales-and-marketing-executive-june/
"Python, Flask, REST API",3.0,Backend,Graduate,Remote,8.0,Backend Developer,https://gokhana.zohorecruit.in/jobs/careers/169479000002520378
"Salesforce, CRM",6.0,Sales,Graduate,Hybrid,9.0,Salesforce Admin,https://danguradigital.com/career/sales-and-marketing-executive-june/
"Linux, Networking, Security",6.0,DevOps,Graduate,Onsite,4.0,DevOps Engineer,https://careers.persistent.com/jobview/devops-engineer-india-devops-2024101615152179?source=indeed
"Adobe XD, Prototyping",4.0,Design,Graduate,Remote,7.0,UI Designer,https://www.wow.jobs/appiness/UXUI-Designer-jobs-Bangalore/1355
"Ruby on Rails, PostgreSQL",3.0,Backend,Graduate,Remote,7.0,Backend Developer,https://gokhana.zohorecruit.in/jobs/careers/169479000002520378
"Python, Data Engineering",6.0,Data,Post Graduate,Hybrid,8.0,Data Engineer,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Docker, Kubernetes",3.0,DevOps,Graduate,Remote,6.0,DevOps Engineer,https://careers.persistent.com/jobview/devops-engineer-india-devops-2024101615152179?source=indeed
"Photoshop, Illustrator",4.0,Design,Graduate,Remote,8.0,Graphic Designer,https://www.wow.jobs/appiness/UXUI-Designer-jobs-Bangalore/1355
"Python, SQL, Pandas",3.0,Data,Graduate,Remote,6.0,Data Analyst,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Photoshop, Illustrator",3.0,Design,Graduate,Remote,9.0,Graphic Designer,https://www.wow.jobs/appiness/UXUI-Designer-jobs-Bangalore/1355
"HTML, CSS, JavaScript",2.0,Web,Graduate,Remote,9.0,Frontend Developer,https://www.careers-page.com/m365connect/job/QY77XRY5?utm_medium=free_job_board&utm_source=linkedin
"Cybersecurity, Ethical Hacking",4.0,Security,Graduate,Onsite,6.0,Security Analyst,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-4916161-S1852032_en&title=Business+Analyst&SRC=RECNau
"Docker, Kubernetes",4.0,DevOps,Graduate,Remote,6.0,DevOps Engineer,https://careers.persistent.com/jobview/devops-engineer-india-devops-2024101615152179?source=indeed
"Communication, Negotiation",4.0,Sales,Graduate,Onsite,8.0,Sales Manager,https://danguradigital.com/career/sales-and-marketing-executive-june/
"Python, Data Engineering",5.0,Data,Post Graduate,Hybrid,6.0,Data Engineer,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Communication, Negotiation",6.0,Sales,Graduate,Onsite,9.0,Sales Manager,https://danguradigital.com/career/sales-and-marketing-executive-june/
"Data Visualization, PowerBI",3.0,Data,Graduate,Remote,6.0,Data Analyst,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Linux, Networking, Security",5.0,DevOps,Graduate,Onsite,6.0,DevOps Engineer,https://careers.persistent.com/jobview/devops-engineer-india-devops-2024101615152179?source=indeed
"SQL, Tableau",3.0,Analytics,Graduate,Hybrid,7.0,BI Analyst,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"SwiftUI, iOS Dev",5.0,Mobile,Graduate,Remote,8.0,iOS Developer,https://www.redcubeinfotech.com/careers.php
"Excel, VBA",6.0,Data,Graduate,Hybrid,8.0,Data Analyst,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Python, Data Engineering",5.0,Data,Post Graduate,Hybrid,7.0,Data Engineer,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Flutter, Dart",2.0,Mobile,Graduate,Remote,7.0,Mobile Developer,https://www.dewii.in/android-developer
"C++, Embedded Systems",4.0,Hardware,Post Graduate,Onsite,6.0,Firmware Engineer,https://careers.synopsys.com/job/-/-/44408/77911761744?Indeed_org
"SQL, Tableau",4.0,Analytics,Graduate,Hybrid,5.0,BI Analyst,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"SEO, Content Marketing",4.0,Marketing,Graduate,Remote,9.0,Digital Marketer,https://danguradigital.com/career/sales-and-marketing-executive-june/
"JavaScript, Vue.js",3.0,Frontend,Graduate,Remote,8.0,Frontend Developer,https://www.careers-page.com/m365connect/job/QY77XRY5?utm_medium=free_job_board&utm_source=linkedin
"HTML, CSS, JavaScript",1.0,Web,Graduate,Remote,9.0,Frontend Developer,https://www.careers-page.com/m365connect/job/QY77XRY5?utm_medium=free_job_board&utm_source=linkedin
"Linux Admin, Bash Scripting",4.0,DevOps,Graduate,Onsite,7.0,System Administrator,https://zelis.wd1.myworkdayjobs.com/en-US/ZelisCareers/job/India-Hyderabad/Salesforce-Administrator_JR108049
jobs/appiness/UXUI-Designer-jobs-Bangalore/1355,,,,,,,
"PHP, Laravel",3.0,Backend,Graduate,Remote,7.0,Backend Developer,https://gokhana.zohorecruit.in/jobs/careers/169479000002520378
"Unity, C#",4.0,Game Dev,Graduate,Onsite,7.0,Game Developer,https://www.desirousgc.com/job/171
"Machine Learning, R",5.0,AI,Post Graduate,Remote,6.0,Data Scientist,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Google Cloud, BigQuery",6.0,Cloud,Graduate,Hybrid,6.0,Cloud Engineer,https://www.google.com/about/careers/applications/jobs/results/142499060689838790-cloud-engineer/?src=online
"PHP, WordPress",4.0,Web,Graduate,Remote,7.0,Web Developer,https://5d.solutions/careers/jobopenings/1204_full_stack_web_developer/
"SQL, Tableau",2.0,Analytics,Graduate,Hybrid,5.0,BI Analyst,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Swift, iOS Development",3.0,Mobile,Post Graduate,Onsite,8.0,iOS Developer,https://www.redcubeinfotech.com/careers.php
"Leadership, Agile, Scrum",8.0,Management,Post Graduate,Onsite,7.0,Project Manager,https://hackerkernel.com/jobs/bhopal/it-project-coordinator
"Unity, C#",2.0,Game Dev,Graduate,Onsite,8.0,Game Developer,https://www.desirousgc.com/job/171
"HTML, CSS, JavaScript",2.0,Web,Graduate,Remote,9.0,Frontend Developer,https://www.careers-page.com/m365connect/job/QY77XRY5?utm_medium=free_job_board&utm_source=linkedin
"Flutter, Dart",3.0,Mobile,Graduate,Remote,8.0,Mobile Developer,https://www.dewii.in/android-developer
"Machine Learning, R",5.0,AI,Post Graduate,Remote,5.0,Data Scientist,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"AutoCAD, SolidWorks",6.0,Design,Graduate,Onsite,5.0,Mechanical Designer,https://www.desirousgc.com/job/350
"Excel, VBA",5.0,Data,Graduate,Hybrid,9.0,Data Analyst,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Node.js, Express, MongoDB",1.0,Backend,Graduate,Hybrid,6.0,Backend Developer,https://gokhana.zohorecruit.in/jobs/careers/169479000002520378
"SQL, Oracle",7.0,Data,Post Graduate,Onsite,6.0,Database Administrator,https://careers.united.com/us/en/job/GGN00001993/Database-Administrator-II-Information-Technology?src=JB-10440
"Node.js, Express, MongoDB",2.0,Backend,Graduate,Hybrid,5.0,Backend Developer,https://gokhana.zohorecruit.in/jobs/careers/169479000002520378
"PHP, WordPress",2.0,Web,Graduate,Remote,8.0,Web Developer,https://5d.solutions/careers/jobopenings/1204_full_stack_web_developer/
"C++, Embedded Systems",6.0,Hardware,Post Graduate,Onsite,6.0,Firmware Engineer,https://careers.synopsys.com/job/-/-/44408/77911761744?Indeed_org
"Cybersecurity, Ethical Hacking",5.0,Security,Graduate,Onsite,8.0,Security Analyst,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-4916161-S1852032_en&title=Business+Analyst&SRC=RECNau
"C++, Embedded Systems",4.0,Hardware,Post Graduate,Onsite,5.0,Firmware Engineer,https://careers.synopsys.com/job/-/-/44408/77911761744?Indeed_org
"Business Analysis, UML",5.0,Management,Post Graduate,Onsite,7.0,Business Analyst,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-4916161-S1852032_en&title=Business+Analyst&SRC=RECNau
"Excel, VBA",5.0,Data,Graduate,Hybrid,8.0,Data Analyst,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Cloud Security, IAM",5.0,Security,Graduate,Onsite,8.0,Security Engineer,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-4916161-S1852032_en&title=Business+Analyst&SRC=RECNau
"SEO, Content Marketing",4.0,Marketing,Graduate,Remote,8.0,Digital Marketer,https://danguradigital.com/career/sales-and-marketing-executive-june/
"Python, SQL, Pandas",3.0,Data,Graduate,Remote,5.0,Data Analyst,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Python, Django, REST",5.0,Backend,Graduate,Hybrid,6.0,Backend Developer,https://gokhana.zohorecruit.in/jobs/careers/169479000002520378
"Scala, Spark",5.0,Data,Post Graduate,Hybrid,6.0,Big Data Engineer,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Swift, iOS Development",5.0,Mobile,Post Graduate,Onsite,6.0,iOS Developer,https://www.redcubeinfotech.com/careers.php
"HTML, CSS, JavaScript",1.0,Web,Graduate,Remote,9.0,Frontend Developer,https://www.careers-page.com/m365connect/job/QY77XRY5?utm_medium=free_job_board&utm_source=linkedin
"Photoshop, Illustrator",4.0,Design,Graduate,Remote,9.0,Graphic Designer,https://www.wow.jobs/appiness/UXUI-Designer-jobs-Bangalore/1355
"Google Ads, Analytics",5.0,Marketing,Graduate,Hybrid,6.0,Marketing Analyst,https://www.position2.com/career/junior-marketing-automation-analyst/
"AWS, CloudFormation",4.0,Cloud,Post Graduate,Hybrid,7.0,Cloud Engineer,https://www.google.com/about/careers/applications/jobs/results/142499060689838790-cloud-engineer/?src=online
"Docker, Kubernetes",3.0,DevOps,Graduate,Remote,5.0,DevOps Engineer,https://careers.persistent.com/jobview/devops-engineer-india-devops-2024101615152179?source=indeed
"C++, Embedded Systems",5.0,Hardware,Post Graduate,Onsite,5.0,Firmware Engineer,https://careers.synopsys.com/job/-/-/44408/77911761744?Indeed_org
"Business Analysis, UML",6.0,Management,Post Graduate,Onsite,8.0,Business Analyst,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-4916161-S1852032_en&title=Business+Analyst&SRC=RECNau
"Business Analysis, UML",6.0,Management,Post Graduate,Onsite,9.0,Business Analyst,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-4916161-S1852032_en&title=Business+Analyst&SRC=RECNau
"SQL, Tableau",3.0,Analytics,Graduate,Hybrid,7.0,BI Analyst,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"React, JavaScript, UI",1.0,Frontend,Graduate,Remote,7.0,Frontend Developer,https://www.careers-page.com/m365connect/job/QY77XRY5?utm_medium=free_job_board&utm_source=linkedin
"SwiftUI, iOS Dev",3.0,Mobile,Graduate,Remote,8.0,iOS Developer,https://www.redcubeinfotech.com/careers.php
"Google Cloud, BigQuery",4.0,Cloud,Graduate,Hybrid,6.0,Cloud Engineer,https://www.google.com/about/careers/applications/jobs/results/142499060689838790-cloud-engineer/?src=online
"Business Analysis, UML",5.0,Management,Post Graduate,Onsite,9.0,Business Analyst,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-4916161-S1852032_en&title=Business+Analyst&SRC=RECNau
